0, 628.236, 13, 87, -0.0833371
1, 599.961, 13, 87, -0.156196
1, 599.961, 87, 87, -0.00971466
2, 572.958, 13, 87, -0.21449
2, 572.958, 87, 87, -0.0351299
2, 572.958, 147, 160, -0.00394347
3, 547.171, 13, 87, -0.267877
3, 547.171, 87, 87, -0.0585662
3, 547.171, 121, 326, 0.0592685
3, 547.171, 147, 160, -0.0815435
4, 522.544, 13, 87, -0.319164
4, 522.544, 87, 87, -0.0800233
4, 522.544, 121, 326, 0.143369
4, 522.544, 147, 160, -0.154969
5, 499.025, 13, 87, -0.368142
5, 499.025, 87, 87, -0.100515
5, 499.025, 121, 326, 0.223684
5, 499.025, 147, 160, -0.225089
6, 476.566, 13, 87, -0.414915
6, 476.566, 87, 87, -0.120085
6, 476.566, 121, 326, 0.300385
6, 476.566, 147, 160, -0.292054
7, 455.117, 13, 87, -0.459584
7, 455.117, 87, 87, -0.138773
7, 455.117, 121, 326, 0.373633
7, 455.117, 147, 160, -0.356004
8, 434.633, 13, 87, -0.502379
8, 434.633, 87, 87, -0.154381
8, 434.633, 121, 326, 0.442673
8, 434.633, 147, 160, -0.416005
8, 434.633, 191, 195, -0.0592945
8, 434.633, 287, 469, 0.0898651
9, 415.071, 13, 87, -0.543286
9, 415.071, 87, 87, -0.168939
9, 415.071, 121, 326, 0.508588
9, 415.071, 147, 160, -0.473206
9, 415.071, 191, 195, -0.126305
9, 415.071, 287, 469, 0.180696
10, 396.39, 13, 87, -0.581602
10, 396.39, 16, 106, -0.0384144
10, 396.39, 87, 87, -0.18295
10, 396.39, 121, 326, 0.573142
10, 396.39, 147, 160, -0.527341
10, 396.39, 191, 195, -0.190111
10, 396.39, 287, 469, 0.26588
11, 378.55, 13, 87, -0.617959
11, 378.55, 16, 106, -0.0870965
11, 378.55, 87, 87, -0.196363
11, 378.55, 121, 326, 0.635292
11, 378.55, 147, 160, -0.578886
11, 378.55, 191, 195, -0.250985
11, 378.55, 287, 469, 0.346742
12, 361.512, 13, 87, -0.652998
12, 361.512, 16, 106, -0.135223
12, 361.512, 41, 591, 0.0335358
12, 361.512, 87, 87, -0.209369
12, 361.512, 111, 349, 0.054302
12, 361.512, 121, 326, 0.694554
12, 361.512, 147, 160, -0.629332
12, 361.512, 191, 195, -0.307078
12, 361.512, 287, 469, 0.422664
13, 345.241, 13, 87, -0.687765
13, 345.241, 16, 106, -0.180134
13, 345.241, 24, 67, 0.0157474
13, 345.241, 41, 591, 0.103916
13, 345.241, 43, 83, -0.0166436
13, 345.241, 87, 87, -0.220246
13, 345.241, 111, 349, 0.112324
13, 345.241, 121, 326, 0.751529
13, 345.241, 136, 307, -0.0325845
13, 345.241, 147, 160, -0.676389
13, 345.241, 152, 696, 0.0309525
13, 345.241, 191, 195, -0.356487
13, 345.241, 207, 438, 0.0490384
13, 345.241, 287, 469, 0.494529
14, 329.703, 13, 87, -0.723945
14, 329.703, 16, 106, -0.220588
14, 329.703, 24, 67, 0.0668921
14, 329.703, 41, 591, 0.172357
14, 329.703, 43, 83, -0.0572146
14, 329.703, 87, 87, -0.22889
14, 329.703, 111, 349, 0.169025
14, 329.703, 121, 326, 0.805572
14, 329.703, 136, 307, -0.082825
14, 329.703, 147, 160, -0.721961
14, 329.703, 152, 696, 0.114603
14, 329.703, 191, 195, -0.399621
14, 329.703, 207, 438, 0.115511
14, 329.703, 287, 469, 0.562644
15, 314.864, 13, 87, -0.758497
15, 314.864, 16, 106, -0.259222
15, 314.864, 24, 67, 0.115735
15, 314.864, 41, 591, 0.237717
15, 314.864, 43, 83, -0.0959597
15, 314.864, 87, 87, -0.237145
15, 314.864, 111, 349, 0.223174
15, 314.864, 121, 326, 0.857182
15, 314.864, 136, 307, -0.130804
15, 314.864, 147, 160, -0.765481
15, 314.864, 152, 696, 0.194489
15, 314.864, 191, 195, -0.440812
15, 314.864, 207, 438, 0.178993
15, 314.864, 287, 469, 0.627694
16, 300.693, 13, 87, -0.791763
16, 300.693, 16, 106, -0.295903
16, 300.693, 24, 67, 0.162598
16, 300.693, 41, 591, 0.300211
16, 300.693, 43, 83, -0.128968
16, 300.693, 43, 93, -0.00812301
16, 300.693, 87, 87, -0.245127
16, 300.693, 93, 93, -0.013941
16, 300.693, 93, 174, -0.00551991
16, 300.693, 111, 349, 0.274906
16, 300.693, 121, 326, 0.90529
16, 300.693, 136, 307, -0.176808
16, 300.693, 147, 160, -0.806334
16, 300.693, 152, 696, 0.271036
16, 300.693, 191, 195, -0.47957
16, 300.693, 207, 438, 0.238292
16, 300.693, 228, 928, 0.0329971
16, 300.693, 287, 469, 0.688731
17, 287.159, 13, 87, -0.823958
17, 287.159, 16, 106, -0.329256
17, 287.159, 24, 67, 0.207621
17, 287.159, 41, 591, 0.360515
17, 287.159, 43, 83, -0.15884
17, 287.159, 43, 93, -0.016185
17, 287.159, 87, 87, -0.251517
17, 287.159, 93, 93, -0.0234063
17, 287.159, 93, 174, -0.0329517
17, 287.159, 111, 349, 0.324448
17, 287.159, 121, 326, 0.948513
17, 287.159, 136, 307, -0.221098
17, 287.159, 147, 160, -0.845294
17, 287.159, 152, 696, 0.342825
17, 287.159, 191, 195, -0.514668
17, 287.159, 207, 438, 0.294302
17, 287.159, 228, 928, 0.147065
17, 287.159, 287, 469, 0.746771
18, 274.235, 13, 87, -0.854218
18, 274.235, 16, 106, -0.361192
18, 274.235, 24, 67, 0.250209
18, 274.235, 41, 591, 0.418878
18, 274.235, 43, 83, -0.188697
18, 274.235, 43, 93, -0.0215865
18, 274.235, 87, 87, -0.257421
18, 274.235, 93, 93, -0.0325991
18, 274.235, 93, 174, -0.0584493
18, 274.235, 111, 349, 0.372445
18, 274.235, 121, 326, 0.990711
18, 274.235, 136, 307, -0.26289
18, 274.235, 147, 160, -0.882019
18, 274.235, 152, 696, 0.409123
18, 274.235, 191, 195, -0.549247
18, 274.235, 207, 438, 0.348077
18, 274.235, 216, 381, 0.0433686
18, 274.235, 228, 928, 0.255101
18, 274.235, 287, 469, 0.803678
18, 274.235, 455, 584, -0.0238484
19, 261.892, 13, 87, -0.883504
19, 261.892, 16, 106, -0.39355
19, 261.892, 24, 67, 0.289999
19, 261.892, 41, 591, 0.474879
19, 261.892, 43, 83, -0.216903
19, 261.892, 43, 93, -0.026939
19, 261.892, 87, 87, -0.2609
19, 261.892, 93, 93, -0.040295
19, 261.892, 93, 174, -0.0824953
19, 261.892, 111, 349, 0.415936
19, 261.892, 121, 326, 1.02685
19, 261.892, 136, 307, -0.303794
19, 261.892, 147, 160, -0.920369
19, 261.892, 152, 696, 0.470878
19, 261.892, 164, 606, -0.0516465
19, 261.892, 191, 195, -0.580155
19, 261.892, 207, 438, 0.399088
19, 261.892, 216, 381, 0.091266
19, 261.892, 228, 928, 0.35686
19, 261.892, 287, 469, 0.857796
19, 261.892, 455, 584, -0.0969773
19, 261.892, 507, 763, 0.0772595
20, 250.105, 13, 87, -0.910467
20, 250.105, 16, 106, -0.423619
20, 250.105, 24, 67, 0.327941
20, 250.105, 41, 591, 0.527673
20, 250.105, 43, 83, -0.24482
20, 250.105, 43, 93, -0.0317296
20, 250.105, 87, 87, -0.264844
20, 250.105, 93, 93, -0.0489898
20, 250.105, 93, 174, -0.106483
20, 250.105, 111, 349, 0.458348
20, 250.105, 121, 326, 1.06168
20, 250.105, 136, 307, -0.342562
20, 250.105, 147, 160, -0.956785
20, 250.105, 152, 696, 0.531096
20, 250.105, 164, 606, -0.106806
20, 250.105, 191, 195, -0.609101
20, 250.105, 207, 438, 0.447425
20, 250.105, 216, 381, 0.137319
20, 250.105, 228, 928, 0.452981
20, 250.105, 287, 469, 0.910687
20, 250.105, 314, 593, -0.0556149
20, 250.105, 455, 584, -0.166054
20, 250.105, 507, 763, 0.169059
21, 238.849, 13, 87, -0.936153
21, 238.849, 16, 106, -0.45043
21, 238.849, 24, 67, 0.365136
21, 238.849, 41, 591, 0.576707
21, 238.849, 43, 83, -0.270595
21, 238.849, 43, 93, -0.0348602
21, 238.849, 87, 87, -0.268168
21, 238.849, 93, 93, -0.0590679
21, 238.849, 93, 174, -0.130108
21, 238.849, 111, 349, 0.499451
21, 238.849, 121, 326, 1.09614
21, 238.849, 129, 735, 0.0416972
21, 238.849, 136, 307, -0.379441
21, 238.849, 147, 160, -0.991634
21, 238.849, 152, 696, 0.58856
21, 238.849, 164, 606, -0.159373
21, 238.849, 191, 195, -0.636242
21, 238.849, 207, 438, 0.493079
21, 238.849, 216, 381, 0.180275
21, 238.849, 228, 928, 0.544899
21, 238.849, 287, 469, 0.960515
21, 238.849, 314, 593, -0.122387
21, 238.849, 455, 584, -0.231308
21, 238.849, 507, 763, 0.255742
21, 238.849, 750, 750, -0.0251175
22, 228.099, 11, 616, 0.00880334
22, 228.099, 13, 87, -0.96048
22, 228.099, 16, 106, -0.475364
22, 228.099, 24, 67, 0.401097
22, 228.099, 41, 591, 0.622752
22, 228.099, 43, 83, -0.294617
22, 228.099, 43, 93, -0.0370806
22, 228.099, 87, 87, -0.271397
22, 228.099, 93, 93, -0.0691356
22, 228.099, 93, 174, -0.152809
22, 228.099, 111, 349, 0.539135
22, 228.099, 121, 326, 1.1296
22, 228.099, 129, 735, 0.102144
22, 228.099, 136, 307, -0.414886
22, 228.099, 147, 160, -1.02487
22, 228.099, 152, 696, 0.64373
22, 228.099, 164, 606, -0.209612
22, 228.099, 191, 195, -0.662256
22, 228.099, 207, 438, 0.536272
22, 228.099, 216, 381, 0.220934
22, 228.099, 228, 928, 0.63304
22, 228.099, 274, 552, 0.00940363
22, 228.099, 287, 469, 1.00739
22, 228.099, 314, 593, -0.185903
22, 228.099, 455, 584, -0.292878
22, 228.099, 507, 763, 0.338906
22, 228.099, 750, 750, -0.0589681
23, 217.833, 11, 616, 0.0536245
23, 217.833, 13, 87, -0.982798
23, 217.833, 16, 106, -0.499068
23, 217.833, 24, 67, 0.436147
23, 217.833, 32, 555, 0.0185668
23, 217.833, 41, 591, 0.66693
23, 217.833, 43, 83, -0.317314
23, 217.833, 43, 93, -0.0387088
23, 217.833, 87, 87, -0.274413
23, 217.833, 87, 750, -0.0106869
23, 217.833, 93, 93, -0.0774666
23, 217.833, 93, 174, -0.174033
23, 217.833, 111, 349, 0.578274
23, 217.833, 121, 326, 1.16291
23, 217.833, 129, 735, 0.158148
23, 217.833, 136, 307, -0.449927
23, 217.833, 147, 160, -1.05631
23, 217.833, 152, 696, 0.697604
23, 217.833, 164, 606, -0.258156
23, 217.833, 191, 195, -0.688641
23, 217.833, 207, 438, 0.576976
23, 217.833, 216, 381, 0.260711
23, 217.833, 228, 928, 0.718509
23, 217.833, 274, 552, 0.069077
23, 217.833, 287, 469, 1.05106
23, 217.833, 314, 593, -0.246422
23, 217.833, 455, 584, -0.350569
23, 217.833, 507, 763, 0.42243
23, 217.833, 750, 750, -0.0886865
24, 208.028, 11, 616, 0.0952806
24, 208.028, 13, 87, -1.00482
24, 208.028, 16, 106, -0.520552
24, 208.028, 24, 67, 0.469483
24, 208.028, 32, 555, 0.0632441
24, 208.028, 41, 591, 0.710346
24, 208.028, 43, 83, -0.339095
24, 208.028, 43, 93, -0.0404481
24, 208.028, 87, 87, -0.269349
24, 208.028, 87, 750, -0.0605473
24, 208.028, 93, 93, -0.0845421
24, 208.028, 93, 174, -0.195151
24, 208.028, 111, 349, 0.615831
24, 208.028, 121, 326, 1.19504
24, 208.028, 129, 735, 0.211456
24, 208.028, 136, 307, -0.482789
24, 208.028, 147, 160, -1.08612
24, 208.028, 152, 696, 0.747966
